"","Species","Oxygen","Gram","Motility","MedianGC","antimicrobial_susceptibility","optimal_temp","optimal_ph","pathogenicity"
"2637","Methylophagathalassica",NA,NA,NA,NA,NA,NA,NA,NA
"2638","Methylophilusaquaticus",NA,NA,NA,NA,NA,NA,NA,NA
"2639","Methylophilusflavus",NA,NA,NA,NA,NA,NA,NA,NA
"2640","Methylophilusleisingeri",NA,NA,NA,NA,NA,NA,NA,NA
"2641","Methylophilusluteus",NA,NA,NA,NA,NA,NA,NA,NA
"2642","Methylophilusrhizosphaerae",NA,NA,NA,NA,NA,NA,NA,NA
"2643","MethylorubrumextorquensCM4",NA,NA,NA,NA,NA,NA,NA,NA
"2644","Methylorubrumpodarium",NA,NA,NA,NA,NA,NA,NA,NA
"2645","MethylorubrumpopuliBJ001","Aerobe","Gram-","Motile",5538,NA,NA,NA,NA
"2646","Methylorubrumpseudosasae",NA,NA,NA,NA,NA,NA,NA,NA
"2647","Methylorubrumrhodinum",NA,NA,NA,NA,NA,NA,NA,NA
"2648","Methylosarcinaquisquiliarum",NA,NA,NA,NA,NA,NA,NA,NA
"2649","Methylotuvimicrobiumburyatense",NA,NA,NA,NA,NA,NA,NA,NA
"2650","MethyloversatilisuniversalisFAM5","Facultative","Gram-","0",3980,NA,NA,NA,NA
"2651","MethylovulummiyakonenseHT12",NA,NA,NA,NA,NA,NA,NA,NA
"2652","Metisfasciculata",NA,NA,NA,NA,NA,NA,NA,NA
"2653","Microbactermargulisiae",NA,NA,NA,NA,NA,NA,NA,NA
"2654","Microbacteriumalbum",NA,NA,NA,NA,NA,NA,NA,NA
"2655","Microbacteriumalgeriense",NA,NA,NA,NA,NA,NA,NA,NA
"2656","Microbacteriumatlanticum",NA,NA,NA,NA,NA,NA,NA,NA
"2657","Microbacteriumcremeum",NA,NA,NA,NA,NA,NA,NA,NA
"2658","Microbacteriumdeserti",NA,NA,NA,NA,NA,NA,NA,NA
"2659","Microbacteriumdiaminobutyricum",NA,NA,NA,NA,NA,NA,NA,NA
"2660","Microbacteriumendophyticum",NA,NA,NA,NA,NA,NA,NA,NA
"2661","Microbacteriumexcoecariae",NA,NA,NA,NA,NA,NA,NA,NA
"2662","Microbacteriumgubbeenense",NA,NA,NA,NA,NA,NA,NA,NA
"2663","Microbacteriumhalimionae",NA,NA,NA,NA,NA,NA,NA,NA
"2664","Microbacteriumhominis",NA,NA,NA,NA,NA,NA,NA,NA
"2665","Microbacteriumhydrocarbonoxydans",NA,NA,NA,NA,NA,NA,NA,NA
"2666","Microbacteriumimmunditiarum",NA,NA,NA,NA,NA,NA,NA,NA
"2667","Microbacteriummaritypicum",NA,NA,NA,NA,NA,NA,NA,NA
"2668","Microbacteriumpanaciterrae",NA,NA,NA,NA,NA,NA,NA,NA
"2669","Microbacteriumpaulum",NA,NA,NA,NA,NA,NA,NA,NA
"2670","Microbacteriumpopuli",NA,NA,NA,NA,NA,NA,NA,NA
"2671","Microbacteriumproteolyticum",NA,NA,NA,NA,NA,NA,NA,NA
"2672","Microbacteriumrhizosphaerae",NA,NA,NA,NA,NA,NA,NA,NA
"2673","Microbacteriumsaperdae",NA,NA,NA,NA,NA,NA,NA,NA
"2674","Microbacteriumyannicii",NA,NA,NA,NA,NA,NA,NA,NA
"2675","Microbacteriumzeae",NA,NA,NA,NA,NA,NA,NA,NA
"2676","Microcellaputealis",NA,NA,NA,NA,NA,NA,NA,NA
"2677","Micrococcusaloeverae",NA,NA,NA,NA,NA,NA,NA,NA
"2678","Micrococcusantarcticus",NA,NA,NA,NA,NA,NA,NA,NA
"2679","Micrococcuscohnii",NA,NA,NA,NA,NA,NA,NA,NA
"2680","Micrococcusendophyticus",NA,NA,NA,NA,NA,NA,NA,NA
"2681","Micrococcusluteus","Obligate aerobe","Gram+","0",NA,1,37,NA,1
"2682","Micrococcuslylae",NA,NA,NA,NA,NA,NA,NA,NA
"2683","Micrococcusyunnanensis",NA,NA,NA,NA,NA,NA,NA,NA
"2684","Micromonosporaaurantiaca",NA,NA,NA,NA,NA,NA,NA,NA
"2685","Micromonosporaazadirachtae",NA,NA,NA,NA,NA,NA,NA,NA
"2686","Micromonosporafulva",NA,NA,NA,NA,NA,NA,NA,NA
"2687","Micromonosporamusae",NA,NA,NA,NA,NA,NA,NA,NA
"2688","Micromonosporaorduensis",NA,NA,NA,NA,NA,NA,NA,NA
"2689","Micromonosporaoryzae",NA,NA,NA,NA,NA,NA,NA,NA
"2690","Micromonosporasediminis",NA,NA,NA,NA,NA,NA,NA,NA
"2691","Micropruinaglycogenica",NA,NA,NA,NA,NA,NA,NA,NA
"2692","Microvenatormarinus",NA,NA,NA,NA,NA,NA,NA,NA
"2693","Millionellamassiliensis",NA,NA,NA,NA,NA,NA,NA,NA
"2694","Mitsuariachitosanitabida",NA,NA,NA,NA,NA,NA,NA,NA
"2695","Mitsuarianoduli",NA,NA,NA,NA,NA,NA,NA,NA
"2696","Mitsuokellajalaludinii","Anaerobe","Gram-","Nonmotile",NA,NA,NA,NA,NA
"2697","Mitsuokellamultacida",NA,NA,NA,NA,NA,NA,NA,NA
"2698","Mixtaintestinalis",NA,NA,NA,NA,NA,NA,NA,NA
"2699","Mixtamediterraneensis",NA,NA,NA,NA,NA,NA,NA,NA
"2700","Mixtatenebrionis",NA,NA,NA,NA,NA,NA,NA,NA
"2701","Mixtatheicola",NA,NA,NA,NA,NA,NA,NA,NA
"2702","Mobilibacteriummassiliense",NA,NA,NA,NA,NA,NA,NA,NA
"2703","Mobilibacteriumtimonense",NA,NA,NA,NA,NA,NA,NA,NA
"2704","Mobilisporobactersenegalensis",NA,NA,NA,NA,NA,NA,NA,NA
"2705","Mobilitaleasibirica",NA,NA,NA,NA,NA,NA,NA,NA
"2706","Mobiluncuscurtisii",NA,NA,NA,NA,NA,NA,NA,NA
"2707","MobiluncuscurtisiisubspcurtisiiATCC35241",NA,NA,NA,NA,NA,NA,NA,NA
"2708","Mobiluncusholmesii",NA,NA,NA,NA,NA,NA,NA,NA
"2709","MobiluncusholmesiiATCC35242","Anaerobe","Gram-","",NA,NA,NA,NA,NA
"2710","Mobiluncusmulieris",NA,NA,NA,NA,NA,NA,NA,NA
"2711","Mobiluncusporci",NA,NA,NA,NA,NA,NA,NA,NA
"2712","Modestobactermultiseptatus",NA,NA,NA,NA,NA,NA,NA,NA
"2713","Modicisalibactertunisiensis",NA,NA,NA,NA,NA,NA,NA,NA
"2714","Moellerellawisconsensis",NA,NA,NA,NA,NA,NA,NA,NA
"2715","Mogibacteriumkristiansenii",NA,NA,NA,NA,NA,NA,NA,NA
"2716","Mogibacteriumneglectum",NA,NA,NA,NA,NA,NA,NA,NA
"2717","Mogibacteriumpumilum",NA,NA,NA,NA,NA,NA,NA,NA
"2718","Mogibacteriumtimidum",NA,NA,NA,NA,NA,NA,NA,NA
"2719","Mogibacteriumvescum",NA,NA,NA,NA,NA,NA,NA,NA
"2720","Moheibacterstercoris",NA,NA,NA,NA,NA,NA,NA,NA
"2721","Monoglobuspectinilyticus",NA,NA,NA,NA,NA,NA,NA,NA
"2722","Moorellaglycerini",NA,NA,NA,NA,NA,NA,NA,NA
"2723","Moorellahumiferrea",NA,NA,NA,NA,NA,NA,NA,NA
"2724","Moorellaperchloratireducens",NA,NA,NA,NA,NA,NA,NA,NA
"2725","Moorellastamsii",NA,NA,NA,NA,NA,NA,NA,NA
"2726","Moorellathermoacetica",NA,NA,NA,NA,NA,NA,NA,NA
"2727","Moraxellabovoculi237","Aerobe","Gram-","Nonmotile",1946,NA,NA,NA,NA
"2728","Moraxellaequi",NA,NA,NA,NA,NA,NA,NA,NA
"2729","Moraxellalacunata",NA,NA,NA,NA,NA,NA,NA,NA
"2730","Moraxellaosloensis",NA,NA,NA,NA,NA,NA,NA,NA
"2731","Mordavellamassiliensis",NA,NA,NA,NA,NA,NA,NA,NA
"2732","Morganellamorganii","0","Gram-","0",3863.5,NA,37,NA,NA
"2733","Morganellamorganiisubspmorganii",NA,NA,NA,NA,NA,NA,NA,NA
"2734","Morganellamorganiisubspsibonii",NA,NA,NA,NA,NA,NA,NA,NA
"2735","Morganellapsychrotolerans",NA,NA,NA,NA,NA,NA,NA,NA
"2736","Morococcuscerebrosus",NA,NA,NA,NA,NA,NA,NA,NA
"2737","Moryellaindoligenes",NA,NA,NA,NA,NA,NA,NA,NA
"2738","Mucilaginibacterendophyticus",NA,NA,NA,NA,NA,NA,NA,NA
"2739","Mucilaginibacterginkgonis",NA,NA,NA,NA,NA,NA,NA,NA
"2740","Mucilaginibacterhankyongensis",NA,NA,NA,NA,NA,NA,NA,NA
"2741","Mucilaginibacterlimnophilus",NA,NA,NA,NA,NA,NA,NA,NA
"2742","Mucilaginibacterpedocola",NA,NA,NA,NA,NA,NA,NA,NA
"2743","Mucilaginibacterpsychrotolerans",NA,NA,NA,NA,NA,NA,NA,NA
"2744","Mucilaginibacterroseus",NA,NA,NA,NA,NA,NA,NA,NA
"2745","Mucinivoranshirudinis",NA,NA,NA,NA,NA,NA,NA,NA
"2746","Mucisphaeracalidilacus",NA,NA,NA,NA,NA,NA,NA,NA
"2747","Mucispirillumschaedleri",NA,NA,NA,NA,NA,NA,NA,NA
"2748","Murdochiellaasaccharolytica",NA,NA,NA,NA,NA,NA,NA,NA
"2749","Murdochiellamassiliensis","","Gram+","",NA,NA,NA,NA,NA
"2750","Murdochiellavaginalis","","Gram+","",NA,NA,NA,NA,NA
"2751","Muribaculumgordoncarteri",NA,NA,NA,NA,NA,NA,NA,NA
"2752","Muribaculumintestinale","0","Gram-","0",2858,NA,NA,NA,NA
"2753","Muricomesintestini","Anaerobe","Gram+","0",3672,NA,NA,NA,NA
"2754","Murimonasintestini","Anaerobe","Gram+","0",4947,NA,NA,NA,NA
"2755","Mycetocolazhadangensis",NA,NA,NA,NA,NA,NA,NA,NA
"2756","Mycetocolazhujimingii",NA,NA,NA,NA,NA,NA,NA,NA
"2757","Mycobacteriumaquiterrae",NA,NA,NA,NA,NA,NA,NA,NA
"2758","Mycobacteriumgordonae",NA,NA,NA,NA,NA,NA,NA,NA
"2759","Mycobacteriumkyogaense",NA,NA,NA,NA,NA,NA,NA,NA
"2760","Mycobacteriumparagordonae",NA,NA,NA,NA,NA,NA,NA,NA
"2761","Mycobacteriumvicinigordonae",NA,NA,NA,NA,NA,NA,NA,NA
"2762","Mycobacteroidesabscessus",NA,NA,NA,NA,NA,NA,NA,NA
"2763","Mycobacteroidesfranklinii",NA,NA,NA,NA,NA,NA,NA,NA
"2764","Mycobacteroidessaopaulense",NA,NA,NA,NA,NA,NA,NA,NA
"2765","Mycolicibacterhiberniae",NA,NA,NA,NA,NA,NA,NA,NA
"2766","Mycolicibacteriumanyangense",NA,NA,NA,NA,NA,NA,NA,NA
"2767","Mycolicibacteriumarabiense",NA,NA,NA,NA,NA,NA,NA,NA
"2768","Mycolicibacteriumdiernhoferi",NA,NA,NA,NA,NA,NA,NA,NA
"2769","Mycolicibacteriumfallax",NA,NA,NA,NA,NA,NA,NA,NA
"2770","Mycolicibacteriumfluoranthenivorans",NA,NA,NA,NA,NA,NA,NA,NA
"2771","Mycolicibacteriumgilvum",NA,NA,NA,NA,NA,NA,NA,NA
"2772","Mycolicibacteriumhodleri",NA,NA,NA,NA,NA,NA,NA,NA
"2773","Mycolicibacteriummengxianglii",NA,NA,NA,NA,NA,NA,NA,NA
"2774","Mycolicibacteriummurale",NA,NA,NA,NA,NA,NA,NA,NA
"2775","Mycolicibacteriumobuense",NA,NA,NA,NA,NA,NA,NA,NA
"2776","Mycolicibacteriumsarraceniae",NA,NA,NA,NA,NA,NA,NA,NA
"2777","Mycolicibacteriumsediminis",NA,NA,NA,NA,NA,NA,NA,NA
"2778","Mycolicibacteriumvinylchloridicum",NA,NA,NA,NA,NA,NA,NA,NA
"2779","Mycolicibacteriumwolinskyi",NA,NA,NA,NA,NA,NA,NA,NA
"2780","Mycoplasmavulturii",NA,NA,NA,NA,NA,NA,NA,NA
"2781","Mycoplasmopsislipophila",NA,NA,NA,NA,NA,NA,NA,NA
"2782","Mycoplasmopsispulmonis",NA,NA,NA,NA,NA,NA,NA,NA
"2783","Naasialichenicola",NA,NA,NA,NA,NA,NA,NA,NA
"2784","Nafulsellaturpanensis",NA,NA,NA,NA,NA,NA,NA,NA
"2785","NatranaerobiusthermophilusJWNMWNLF",NA,NA,NA,NA,NA,NA,NA,NA
"2786","Natranaerovirgahydrolytica","Anaerobe","Gram+","0",2859,NA,NA,NA,NA
"2787","Natranaerovirgapectinivora","Anaerobe","Gram+","0",2931,NA,NA,NA,NA
"2788","Natronincolahistidinovorans",NA,NA,NA,NA,NA,NA,NA,NA
"2789","Natronincolapeptidivorans",NA,NA,NA,NA,NA,NA,NA,NA
"2790","Natronocellaacetinitrilica",NA,NA,NA,NA,NA,NA,NA,NA
"2791","Natronovirgawadinatrunensis",NA,NA,NA,NA,NA,NA,NA,NA
"2792","Nautiliaprofundicola",NA,NA,NA,NA,NA,NA,NA,NA
"2793","Ndongobactermassiliensis",NA,NA,NA,NA,NA,NA,NA,NA
"2794","Negativibacillusmassiliensis",NA,NA,NA,NA,NA,NA,NA,NA
"2795","Negativicoccusmassiliensis",NA,NA,NA,NA,NA,NA,NA,NA
"2796","Negativicoccussuccinicivorans",NA,NA,NA,NA,NA,NA,NA,NA
"2797","Neglectibactertimonensis","","Gram+","",NA,NA,NA,NA,NA
"2798","Neisseriacinerea",NA,NA,NA,NA,NA,NA,NA,NA
"2799","Neisseriamacacae",NA,NA,NA,NA,NA,NA,NA,NA
"2800","Neisseriamucosa",NA,NA,NA,NA,NA,NA,NA,NA
"2801","Neisseriaoralis",NA,NA,NA,NA,NA,NA,NA,NA
"2802","Neisseriaperflava",NA,NA,NA,NA,NA,NA,NA,NA
"2803","Neisseriasubflava",NA,NA,NA,NA,NA,NA,NA,NA
"2804","Neobacilluscucumis",NA,NA,NA,NA,NA,NA,NA,NA
"2805","Neobacillusendophyticus",NA,NA,NA,NA,NA,NA,NA,NA
"2806","Neobacillusginsengisoli",NA,NA,NA,NA,NA,NA,NA,NA
"2807","Neobacillusniacini",NA,NA,NA,NA,NA,NA,NA,NA
"2808","Neobacillusparidis",NA,NA,NA,NA,NA,NA,NA,NA
"2809","Neobacillussedimentimangrovi",NA,NA,NA,NA,NA,NA,NA,NA
"2810","Neofamiliamassiliensis","","Gram+","",NA,NA,NA,NA,NA
"2811","Neolyngbyamarisbrasilis",NA,NA,NA,NA,NA,NA,NA,NA
"2812","Neomicrococcuslactis",NA,NA,NA,NA,NA,NA,NA,NA
"2813","Neptuniibacterhalophilus",NA,NA,NA,NA,NA,NA,NA,NA
"2814","Nesterenkoniacremea",NA,NA,NA,NA,NA,NA,NA,NA
"2815","Nesterenkoniaflava",NA,NA,NA,NA,NA,NA,NA,NA
"2816","Nevskialacus",NA,NA,NA,NA,NA,NA,NA,NA
"2817","Nevskiaramosa",NA,NA,NA,NA,NA,NA,NA,NA
"2818","Nialliaalba",NA,NA,NA,NA,NA,NA,NA,NA
"2819","Nialliacirculans",NA,NA,NA,NA,NA,NA,NA,NA
"2820","Nialliacirculanssubspcirculans",NA,NA,NA,NA,NA,NA,NA,NA
"2821","Nialliaendozanthoxylica",NA,NA,NA,NA,NA,NA,NA,NA
"2822","Nialliaoryzisoli",NA,NA,NA,NA,NA,NA,NA,NA
"2823","Niameybactermassiliensis",NA,NA,NA,NA,NA,NA,NA,NA
"2824","Nicoliellaspurrieriana",NA,NA,NA,NA,NA,NA,NA,NA
"2825","Nioellanitratireducens",NA,NA,NA,NA,NA,NA,NA,NA
"2826","Nissabacterarcheti",NA,NA,NA,NA,NA,NA,NA,NA
"2827","Nitratireductoraestuarii",NA,NA,NA,NA,NA,NA,NA,NA
"2828","Nitratireductorlucknowense",NA,NA,NA,NA,NA,NA,NA,NA
"2829","Nitrincolaalkalilacustris",NA,NA,NA,NA,NA,NA,NA,NA
"2830","Nitrincolaiocasae",NA,NA,NA,NA,NA,NA,NA,NA
"2831","Nitrosomonashalophila",NA,NA,NA,NA,NA,NA,NA,NA
"2832","Nitrospinagracilis3211",NA,NA,NA,NA,NA,NA,NA,NA
"2833","Nitrospirillumamazonense",NA,NA,NA,NA,NA,NA,NA,NA
"2834","Nitrospirillumiridis",NA,NA,NA,NA,NA,NA,NA,NA
"2835","Niveispirillumlacus",NA,NA,NA,NA,NA,NA,NA,NA
"2836","Nocardiacoeliaca",NA,NA,NA,NA,NA,NA,NA,NA
"2837","Nocardiagloberula",NA,NA,NA,NA,NA,NA,NA,NA
"2838","Nocardiaspeluncae",NA,NA,NA,NA,NA,NA,NA,NA
"2839","Nocardiazapadnayensis",NA,NA,NA,NA,NA,NA,NA,NA
"2840","Nocardioidesbaculatus",NA,NA,NA,NA,NA,NA,NA,NA
"2841","Nocardioidesglacieisoli",NA,NA,NA,NA,NA,NA,NA,NA
"2842","Nocardioidesjensenii",NA,NA,NA,NA,NA,NA,NA,NA
"2843","Nocardioideslianchengensis",NA,NA,NA,NA,NA,NA,NA,NA
"2844","Nocardioidesyefusunii",NA,NA,NA,NA,NA,NA,NA,NA
"2845","Nocardioideszhouii",NA,NA,NA,NA,NA,NA,NA,NA
"2846","Nocardiopsisalborubida",NA,NA,NA,NA,NA,NA,NA,NA
"2847","Nocardiopsisalgeriensis",NA,NA,NA,NA,NA,NA,NA,NA
"2848","Nocardiopsisdassonvillei",NA,NA,NA,NA,NA,NA,NA,NA
"2849","Nocardiopsisfildesensis",NA,NA,NA,NA,NA,NA,NA,NA
"2850","Nocardiopsislisteri",NA,NA,NA,NA,NA,NA,NA,NA
"2851","Nocardiopsismetallicus",NA,NA,NA,NA,NA,NA,NA,NA
"2852","Nocardiopsissynnemataformans",NA,NA,NA,NA,NA,NA,NA,NA
"2853","NocardiopsissynnemataformansDSM44143",NA,NA,NA,NA,NA,NA,NA,NA
"2854","Nodosilineaepilithica",NA,NA,NA,NA,NA,NA,NA,NA
"2855","Nodosilinearadiophila",NA,NA,NA,NA,NA,NA,NA,NA
"2856","Nodosilinearamsarensis",NA,NA,NA,NA,NA,NA,NA,NA
"2857","Nonomuraeaflavida",NA,NA,NA,NA,NA,NA,NA,NA
"2858","Nosocomiicoccusampullae",NA,NA,NA,NA,NA,NA,NA,NA
"2859","Nosocomiicoccusmassiliensis","Aerobe","Gram+","0",1684,NA,NA,NA,NA
"2860","Novibacillusthermophilus",NA,NA,NA,NA,NA,NA,NA,NA
"2861","Noviherbaspirillumarenae",NA,NA,NA,NA,NA,NA,NA,NA
"2862","Noviherbaspirillumaridicola",NA,NA,NA,NA,NA,NA,NA,NA
"2863","Noviherbaspirillumautotrophicum",NA,NA,NA,NA,NA,NA,NA,NA
"2864","Noviherbaspirillumcanariense",NA,NA,NA,NA,NA,NA,NA,NA
"2865","Novispirillumitersonii",NA,NA,NA,NA,NA,NA,NA,NA
"2866","Novispirillumitersoniisubspnipponicum",NA,NA,NA,NA,NA,NA,NA,NA
"2867","Novisyntrophococcusfermenticellae",NA,NA,NA,NA,NA,NA,NA,NA
"2868","Novosphingobiumaureum",NA,NA,NA,NA,NA,NA,NA,NA
"2869","Novosphingobiumbradum",NA,NA,NA,NA,NA,NA,NA,NA
"2870","Novosphingobiumchloroacetimidivorans",NA,NA,NA,NA,NA,NA,NA,NA
"2871","Novosphingobiumclariflavum",NA,NA,NA,NA,NA,NA,NA,NA
"2872","Novosphingobiumgossypii",NA,NA,NA,NA,NA,NA,NA,NA
"2873","Novosphingobiumguangzhouense",NA,NA,NA,NA,NA,NA,NA,NA
"2874","Novosphingobiumnaphthalenivorans",NA,NA,NA,NA,NA,NA,NA,NA
"2875","Novosphingobiumpiscinae",NA,NA,NA,NA,NA,NA,NA,NA
"2876","Novosphingobiumtardum",NA,NA,NA,NA,NA,NA,NA,NA
"2877","Nubsellazeaxanthinifaciens",NA,NA,NA,NA,NA,NA,NA,NA
"2878","Numidummassiliense","Aerobe","Gram+","Nonmotile",3515,NA,NA,NA,NA
"2879","Nunduvabritannica",NA,NA,NA,NA,NA,NA,NA,NA
"2880","Nunduvafasciculata",NA,NA,NA,NA,NA,NA,NA,NA
"2881","Nunduvakania",NA,NA,NA,NA,NA,NA,NA,NA
"2882","Obesumbacteriumproteus","0","Gram-","0",4905,NA,NA,NA,NA
"2883","Occultellaaeris",NA,NA,NA,NA,NA,NA,NA,NA
"2884","Occultellagossypii",NA,NA,NA,NA,NA,NA,NA,NA
"2885","OceanibaculumindicumP24",NA,NA,NA,NA,NA,NA,NA,NA
"2886","Oceanimonasdoudoroffii",NA,NA,NA,NA,NA,NA,NA,NA
"2887","Oceanimonasmarisflavi",NA,NA,NA,NA,NA,NA,NA,NA
"2888","Oceanimonassmirnovii",NA,NA,NA,NA,NA,NA,NA,NA
"2889","Oceanirhabdussediminicola",NA,NA,NA,NA,NA,NA,NA,NA
"2890","Oceanirhabdusseepicola",NA,NA,NA,NA,NA,NA,NA,NA
"2891","Oceanobacillusaidingensis",NA,NA,NA,NA,NA,NA,NA,NA
"2892","Oceanobacilluschironomi",NA,NA,NA,NA,NA,NA,NA,NA
"2893","Oceanobacillushalophilus",NA,NA,NA,NA,NA,NA,NA,NA
"2894","Oceanobacillushalotolerans",NA,NA,NA,NA,NA,NA,NA,NA
"2895","Oceanobacillusiheyensis",NA,NA,NA,NA,NA,NA,NA,NA
"2896","Oceanobacillusindicireducens",NA,NA,NA,NA,NA,NA,NA,NA
"2897","OceanobacilluskimchiiX50",NA,NA,NA,NA,NA,NA,NA,NA
"2898","Oceanobacilluslimi",NA,NA,NA,NA,NA,NA,NA,NA
"2899","Oceanobacilluslongus",NA,NA,NA,NA,NA,NA,NA,NA
"2900","Oceanobacillusluteolus",NA,NA,NA,NA,NA,NA,NA,NA
"2901","Oceanobacillusoncorhynchisubspincaldanensis",NA,NA,NA,NA,NA,NA,NA,NA
"2902","Oceanobacilluspicturae",NA,NA,NA,NA,NA,NA,NA,NA
"2903","Oceanobacilluspiezotolerans",NA,NA,NA,NA,NA,NA,NA,NA
"2904","Oceanobacilluspolygoni",NA,NA,NA,NA,NA,NA,NA,NA
"2905","Oceanobacillusprofundus",NA,NA,NA,NA,NA,NA,NA,NA
"2906","Oceanobacillusrekensis",NA,NA,NA,NA,NA,NA,NA,NA
"2907","Oceanobacillussojae",NA,NA,NA,NA,NA,NA,NA,NA
"2908","Oceanospirillumbeijerinckii",NA,NA,NA,NA,NA,NA,NA,NA
"2909","Oceanospirillumbeijerinckiisubsppelagicum",NA,NA,NA,NA,NA,NA,NA,NA
"2910","Oceanospirillummarissubsphiroshimense",NA,NA,NA,NA,NA,NA,NA,NA
"2911","Oceanospirillummarissubspwilliamsae",NA,NA,NA,NA,NA,NA,NA,NA
"2912","OdoribacterlaneusYIT12061","Anaerobe","Gram-","Nonmotile",3164,NA,NA,NA,NA
"2913","Odoribactersplanchnicus","Obligate anaerobe","Gram-","0",NA,NA,37,NA,2
"2914","Oenococcusalcoholitolerans",NA,NA,NA,NA,NA,NA,NA,NA
"2915","Oenococcusoeni",NA,NA,NA,NA,NA,NA,NA,NA
"2916","Oenococcussicerae",NA,NA,NA,NA,NA,NA,NA,NA
"2917","Okeaniahirsuta",NA,NA,NA,NA,NA,NA,NA,NA
"2918","Olegusellamassiliensis","","Gram+","",NA,NA,NA,NA,NA
"2919","Oleiagrimonassoli",NA,NA,NA,NA,NA,NA,NA,NA
"2920","Oligellaurethralis","Aerobe","Gram-","0",NA,1,37,NA,1
"2921","Oligosphaeraethanolica",NA,NA,NA,NA,NA,NA,NA,NA
"2922","Oliverpabstiaintestinalis",NA,NA,NA,NA,NA,NA,NA,NA
"2923","Olivibactercomposti",NA,NA,NA,NA,NA,NA,NA,NA
"2924","Olsenellacongonensis",NA,NA,NA,NA,NA,NA,NA,NA
"2925","Olsenellaintestinalis",NA,NA,NA,NA,NA,NA,NA,NA
"2926","Olsenellalakotia",NA,NA,NA,NA,NA,NA,NA,NA
"2927","Olsenellamassiliensis","","Gram+","",NA,NA,NA,NA,NA
"2928","Olsenellaphocaeensis",NA,NA,NA,NA,NA,NA,NA,NA
"2929","Olsenellaporci",NA,NA,NA,NA,NA,NA,NA,NA
"2930","OlsenellaprofusaDSM13989",NA,NA,NA,NA,NA,NA,NA,NA
"2931","Olsenellatimonensis",NA,NA,NA,NA,NA,NA,NA,NA
"2932","OlsenellauliDSM7084","Anaerobe","Gram+","Nonmotile",1841,NA,NA,NA,NA
"2933","Olsenellaurininfantis",NA,NA,NA,NA,NA,NA,NA,NA
"2934","OpitutusterraePB901",NA,NA,NA,NA,NA,NA,NA,NA
"2935","OribacteriumasaccharolyticumACB7",NA,NA,NA,NA,NA,NA,NA,NA
"2936","OribacteriumparvumACB1",NA,NA,NA,NA,NA,NA,NA,NA
"2937","Oribacteriumsinus",NA,NA,NA,NA,NA,NA,NA,NA
"2938","OrientiachutostrDubai",NA,NA,NA,NA,NA,NA,NA,NA
"2939","Orientiatsutsugamushi",NA,NA,NA,NA,NA,NA,NA,NA
"2940","Ornithinibacilluscaliforniensis",NA,NA,NA,NA,NA,NA,NA,NA
"2941","Ornithinibacilluscaprae",NA,NA,NA,NA,NA,NA,NA,NA
"2942","Ornithinibacillusgellani",NA,NA,NA,NA,NA,NA,NA,NA
"2943","Ornithinibacillushalophilus",NA,NA,NA,NA,NA,NA,NA,NA
"2944","Ornithinibacillusmassiliensis",NA,NA,NA,NA,NA,NA,NA,NA
"2945","Ornithinibacillussalinisoli",NA,NA,NA,NA,NA,NA,NA,NA
"2946","OrnithinibacillusscapharcaeTW25",NA,NA,NA,NA,NA,NA,NA,NA
"2947","Ornithinimicrobiumavium",NA,NA,NA,NA,NA,NA,NA,NA
"2948","Ornithinimicrobiumhumiphilum",NA,NA,NA,NA,NA,NA,NA,NA
"2949","Ornithinimicrobiumpekingense",NA,NA,NA,NA,NA,NA,NA,NA
"2950","Orrelladioscoreae",NA,NA,NA,NA,NA,NA,NA,NA
"2951","Oryzicolamucosus",NA,NA,NA,NA,NA,NA,NA,NA
"2952","Oscillibactermassiliensis",NA,NA,NA,NA,NA,NA,NA,NA
"2953","OscillibacterruminantiumGH1","Anaerobe","Gram+","0",2988,NA,NA,NA,NA
"2954","Oscillibactervalericigenes",NA,NA,NA,NA,NA,NA,NA,NA
"2955","OscillochloristrichoidesDG6",NA,NA,NA,NA,NA,NA,NA,NA
"2956","Ottowiabeijingensis",NA,NA,NA,NA,NA,NA,NA,NA
"2957","Ottowiakonkukae",NA,NA,NA,NA,NA,NA,NA,NA
"2958","Ottowiaoryzae",NA,NA,NA,NA,NA,NA,NA,NA
"2959","Ottowiashaoguanensis",NA,NA,NA,NA,NA,NA,NA,NA
"2960","Ottowiatestudinis",NA,NA,NA,NA,NA,NA,NA,NA
"2961","Ottowiathiooxydans",NA,NA,NA,NA,NA,NA,NA,NA
"2962","Oxalicibacteriumfaecigallinarum",NA,NA,NA,NA,NA,NA,NA,NA
"2963","Oxalicibacteriumflavum",NA,NA,NA,NA,NA,NA,NA,NA
"2964","Oxalobacterformigenes",NA,NA,NA,NA,NA,NA,NA,NA
"2965","Oxalobactervibrioformis",NA,NA,NA,NA,NA,NA,NA,NA
"2966","Oxobacterpfennigii",NA,NA,NA,NA,NA,NA,NA,NA
"2967","Oxynemathaianum",NA,NA,NA,NA,NA,NA,NA,NA
"2968","Pacaellamassiliensis",NA,NA,NA,NA,NA,NA,NA,NA
"2969","Pacificispiraspongiicola",NA,NA,NA,NA,NA,NA,NA,NA
"2970","Paenalcaligeneshominis",NA,NA,NA,NA,NA,NA,NA,NA
"2971","Paenalcaligenesniemegkensis",NA,NA,NA,NA,NA,NA,NA,NA
"2972","Paenalcaligenessuwonensis",NA,NA,NA,NA,NA,NA,NA,NA
